response_id,timestamp,age,gender,location,occupation,education,income,marital_status,household_size,shopping_frequency,current_platforms,categories_purchased,primary_device,monthly_spending_total,fashion_spending,homedecor_spending,wellness_spending,fashion_purchase_freq,homedecor_purchase_freq,wellness_purchase_freq,decision_factors,pain_points,feature_importance_curated_collections,feature_importance_personalized_recommendations,feature_importance_ar_virtual_try-on,feature_importance_live_shopping_video_commerce,feature_importance_subscription_boxes,feature_importance_same-day_next-day_delivery,feature_importance_loyalty_rewards_program,feature_importance_style_lifestyle_content,feature_importance_community_reviews_&_forums,sustainability_importance,sustainability_pay_more,artisan_support,shopping_style,discovery_channels,shopizz_categories_interest,features_likely_to_use,likelihood_to_try,shopizz_monthly_spending,likelihood_to_recommend,will_signup,reason_for_no,loyalty_factors,open_feedback,other_comments,email_capture
RESP_0558,54:32.4,18-24 years,Male,Metro Cities,Student,Postgraduate (Master's degree or higher),"₹25,000 - ₹50,000",Single,2,2-3 times a month,Flipkart|Brand Websites directly,Fashion - Men's Clothing|Fashion - Footwear|Electronics|Wellness - Fitness Equipment|Home Décor - Furnishings|Fashion - Women's Clothing|Home Décor - Kitchen & Dining|Home Décor - Furniture,Smartphone,"₹2,501 - ₹5,000","₹3,001 - ₹5,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Monthly,Quarterly,Every 6 months,Customer Reviews|Price/Discounts|Customer Reviews,Complicated return process|Payment security concerns,Moderately Important,Very Important,Slightly Important,Slightly Important,Extremely Important,Very Important,Very Important,Very Important,Slightly Important,Extremely important,11-20% more,Moderately important,Trendy & Fashion-forward,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Fashion/Lifestyle Blogs/Magazines|Search Engines (Google)|Online Ads",Men's Fashion|Wellness - Fitness Products|Home Décor - Furniture|Footwear|Home Décor - Kitchen & Dining|Wellness - Haircare|Ethnic Wear,Live shopping events|Same-day delivery|Custom/personalized products|Personalized style recommendations|Rent/Trial before purchase|Virtual try-on for clothes/décor,Definitely won't try (1),₹0,Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0559,08:45.4,35-44 years,Female,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹50,001 - ₹75,000",Married with children,03-Apr,Once a month,Urban Ladder|Instagram Shopping|Amazon|Myntra,Wellness - Skincare|Home Décor - Wall Art|Fashion - Women's Clothing|Fashion - Accessories|Home Décor - Furnishings|Other|Wellness - Haircare,Laptop/Desktop,"₹1,000 - ₹2,500","₹1 - ₹1,500","₹1,001 - ₹2,500","₹2,001 - ₹3,500",Monthly,Quarterly,Quarterly,Customer Service|Product Quality|Easy Returns/Exchanges,Slow delivery|Not enough sustainable/ethical options|Payment security concerns|Complicated return process,Very Important,Very Important,Moderately Important,Moderately Important,Slightly Important,Extremely Important,Extremely Important,Not Important,Extremely Important,Moderately important,I wouldn't pay more,Moderately important,Budget-conscious,"Other|Social Media (Instagram, Facebook, YouTube)",Wellness - Skincare|Women's Fashion|Men's Fashion|Western Wear|Home Décor - Kitchen & Dining,Rent/Trial before purchase|Live shopping events,Probably will try (4),"₹1,501 - ₹3,000",Definitely not,NO,Not interested in these product categories,N/A,,,No
RESP_0560,05:53.4,35-44 years,Female,Tier 1 Cities,Salaried Professional (Government/PSU),Professional degree,"₹75,001 - ₹1,00,000",Married with children,5 or more,Once a month,Amazon|Ajio|Instagram Shopping|Myntra,Home Décor - Wall Art|Fashion - Accessories|Wellness - Haircare|Wellness - Fitness Equipment|Books|Home Décor - Lighting|Electronics,Laptop/Desktop,"₹10,001 - ₹20,000","₹3,001 - ₹5,000","₹2,501 - ₹5,000","₹1,001 - ₹2,000",Monthly,Every 6 months,Monthly,Customer Service|Sustainable/Eco-friendly Products|Customer Reviews,Not enough sustainable/ethical options|Misleading product descriptions/images|Lack of personalization,Moderately Important,Very Important,Very Important,Slightly Important,Not Important,Moderately Important,Extremely Important,Slightly Important,Moderately Important,Very important,More than 20% extra,Slightly important,Classic & Timeless,"Fashion/Lifestyle Blogs/Magazines|Search Engines (Google)|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)",Fashion Accessories|Women's Fashion|Wellness - Haircare|Western Wear|Home Décor - Furniture|Footwear,Loyalty rewards program|Personalized style recommendations|Style consultation services|Virtual try-on for clothes/décor,Maybe/Not sure (3),"₹5,001 - ₹10,000",Probably yes,YES,N/A,Sustainability Focus|Personalized Experience|Fast & Reliable Delivery,,,Yes
RESP_0561,18:27.4,35-44 years,Male,Tier 2 Cities,Salaried Professional (Private Sector),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married without children,03-Apr,Once a week,Flipkart|Nykaa|Myntra|Ajio|FirstCry|Meesho,Fashion - Footwear|Electronics|Fashion - Men's Clothing|Wellness - Supplements & Vitamins|Wellness - Haircare|Home Décor - Furniture|Fashion - Kids' Clothing,Tablet,"Below ₹1,000",₹0,"₹1 - ₹1,000","₹1 - ₹1,000",Never,Every 6 months,Once a year,Price/Discounts|Product Quality|User-friendly Website/App,Poor quality products|Too many options (overwhelming),Moderately Important,Moderately Important,Very Important,Not Important,Very Important,Extremely Important,Very Important,Very Important,Slightly Important,Slightly important,I wouldn't pay more,Extremely important,Premium Quality,"Fashion/Lifestyle Blogs/Magazines|Other|Social Media (Instagram, Facebook, YouTube)",Men's Fashion|Home Décor - Furniture|Footwear|Fashion Accessories|Wellness - Skincare|Wellness - Haircare|Home Décor - Furnishings,Subscription boxes|Custom/personalized products|Style consultation services,Maybe/Not sure (3),₹1 - ₹500,Not sure,NO,Already satisfied with current platforms,N/A,,,Yes
RESP_0562,08:18.4,25-34 years,Male,Tier 2 Cities,Freelancer/Consultant,Undergraduate (Bachelor's degree),"Above ₹2,00,000",Single,2,Once every few months,FirstCry|Myntra|Flipkart|Urban Ladder,Electronics|Fashion - Footwear|Wellness - Fitness Equipment|Other|Home Décor - Kitchen & Dining,Smartphone,"Above ₹50,000","₹1,501 - ₹3,000","₹1,001 - ₹2,500","₹1,001 - ₹2,000",Every 6 months,Quarterly,Quarterly,Unique/Exclusive Products|Product Quality|Fast Delivery,Poor customer service|Payment security concerns|Lack of personalization|Misleading product descriptions/images,Moderately Important,Slightly Important,Moderately Important,Slightly Important,Moderately Important,Very Important,Extremely Important,Very Important,Not Important,Moderately important,6-10% more,Extremely important,Premium Quality,"Influencer Recommendations|Platform Recommendations|Word of Mouth (Friends/Family)|Email Newsletters|Social Media (Instagram, Facebook, YouTube)|Search Engines (Google)",Men's Fashion|Footwear|Wellness - Skincare|Ethnic Wear|Kids' Fashion,Loyalty rewards program|Virtual try-on for clothes/décor|Style consultation services|Custom/personalized products,Definitely won't try (1),₹0,Definitely not,NO,Other,N/A,,,Yes
RESP_0563,52:25.4,18-24 years,Female,Metro Cities,Salaried Professional (Private Sector),Professional degree,"₹50,001 - ₹75,000",Single,1 (Living alone),Once a month,Amazon|Flipkart|FirstCry|Ajio,Fashion - Women's Clothing|Groceries,Laptop/Desktop,"Below ₹1,000","₹10,001 - ₹20,000",₹0,₹0,Quarterly,Never,Never,User-friendly Website/App|Brand Reputation|Unique/Exclusive Products,Other|High shipping charges|Poor customer service|Too many options (overwhelming),Moderately Important,Very Important,Moderately Important,Moderately Important,Very Important,Very Important,Extremely Important,Slightly Important,Very Important,Moderately important,Up to 5% more,Slightly important,Premium Quality,"Influencer Recommendations|Platform Recommendations|Fashion/Lifestyle Blogs/Magazines|Search Engines (Google)|Social Media (Instagram, Facebook, YouTube)|Other",Wellness - Skincare|Home Décor - Furnishings|Home Décor - Furniture|Ethnic Wear|Women's Fashion|Footwear,Personalized style recommendations|Same-day delivery|Style consultation services|Virtual try-on for clothes/décor,Probably will try (4),"₹10,001 - ₹20,000",Not sure,YES,N/A,Supporting Indian Artisans|Easy Returns|Sustainability Focus,,,No
RESP_0564,38:46.4,18-24 years,Male,Metro Cities,Student,High School or below,"Below ₹25,000",Single,03-Apr,Once every few months,Meesho|Instagram Shopping,Books|Fashion - Footwear|Fashion - Men's Clothing|Electronics|Home Décor - Kitchen & Dining|Home Décor - Furnishings|Wellness - Fitness Equipment,Smartphone,"Below ₹1,000","₹1 - ₹1,500",₹0,"₹1,001 - ₹2,000",Every 6 months,Never,Once a year,Customer Reviews|Product Quality|Brand Reputation,Lack of Indian/artisan products|Lack of personalization|High shipping charges|Misleading product descriptions/images|Other,Very Important,Moderately Important,Not Important,Moderately Important,Very Important,Very Important,Very Important,Moderately Important,Slightly Important,Moderately important,More than 20% extra,Moderately important,Planned & Researched,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Email Newsletters",Footwear|Home Décor - Furniture|Ethnic Wear|Home Décor - Kitchen & Dining,Live shopping events|Same-day delivery|Subscription boxes|Rent/Trial before purchase,Probably won't try (2),₹0,Not sure,NO,Don't trust new platforms,N/A,,,No
RESP_0565,59:19.4,25-34 years,Female,Tier 1 Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹1,50,001 - ₹2,00,000",Single,2,2-3 times a month,Meesho|Amazon|Nykaa|Pepperfry|Urban Ladder,Fashion - Accessories|Fashion - Women's Clothing|Wellness - Haircare|Wellness - Skincare|Books|Wellness - Fitness Equipment|Home Décor - Furnishings|Fashion - Footwear,Smartphone,"₹1,000 - ₹2,500","₹3,001 - ₹5,000",₹0,"Above ₹5,000",Quarterly,Never,Every 6 months,Fast Delivery|Brand Reputation|Easy Returns/Exchanges,Lack of Indian/artisan products|Complicated return process,Extremely Important,Moderately Important,Not Important,Moderately Important,Moderately Important,Extremely Important,Moderately Important,Moderately Important,Extremely Important,Moderately important,Up to 5% more,Very important,Premium Quality,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Online Ads|Word of Mouth (Friends/Family)|Email Newsletters|Platform Recommendations",Wellness - Skincare|Home Décor - Furnishings|Wellness - Fitness Products|Ethnic Wear|Women's Fashion|Kids' Fashion,Virtual try-on for clothes/décor|Custom/personalized products|Style consultation services,Definitely will try (5),"₹501 - ₹1,500",Definitely yes,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Easy Returns,,,Yes
RESP_0566,11:05.4,35-44 years,Male,Metro Cities,Business Owner/Entrepreneur,Professional degree,"₹25,000 - ₹50,000",Married with children,5 or more,2-3 times a month,Meesho|Urban Ladder|FirstCry,Electronics|Home Décor - Furniture,Smartphone,"₹2,501 - ₹5,000",₹0,"₹2,501 - ₹5,000",₹0,Never,Quarterly,Never,Customer Reviews|Product Quality|Price/Discounts,Not enough sustainable/ethical options|Other|Too many options (overwhelming)|Poor customer service,Not Important,Very Important,Moderately Important,Slightly Important,Very Important,Very Important,Very Important,Very Important,Moderately Important,Not important at all,Up to 5% more,Slightly important,Impulsive,Email Newsletters|Fashion/Lifestyle Blogs/Magazines|Online Ads|Platform Recommendations,Men's Fashion|Footwear|Wellness - Supplements|Home Décor - Kitchen & Dining|Kids' Fashion|Home Décor - Furnishings|Home Décor - Decorative Items,Loyalty rewards program|Custom/personalized products|Virtual try-on for clothes/décor,Probably won't try (2),₹0,Definitely not,NO,Don't trust new platforms,N/A,,,Yes
RESP_0567,01:00.4,25-34 years,Female,Metro Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,50,001 - ₹2,00,000",Married with children,5 or more,Once every few months,Myntra|Brand Websites directly|Instagram Shopping|FirstCry|Flipkart,Fashion - Women's Clothing|Home Décor - Wall Art|Wellness - Haircare|Books|Groceries|Fashion - Kids' Clothing,Laptop/Desktop,"₹20,001 - ₹50,000","₹1,501 - ₹3,000","₹2,501 - ₹5,000","₹3,501 - ₹5,000",Monthly,Quarterly,Quarterly,Sustainable/Eco-friendly Products|Customer Service|Fast Delivery,Other|Misleading product descriptions/images,Extremely Important,Very Important,Not Important,Moderately Important,Moderately Important,Moderately Important,Extremely Important,Not Important,Moderately Important,Extremely important,6-10% more,Very important,Impulsive,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Other",Women's Fashion|Fashion Accessories|Wellness - Haircare|Home Décor - Furnishings|Wellness - Fitness Products|Footwear,Custom/personalized products|Loyalty rewards program|Virtual try-on for clothes/décor|Style consultation services|Personalized style recommendations,Probably will try (4),"₹1,501 - ₹3,000",Definitely yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Personalized Experience,,,Yes
RESP_0568,29:12.4,25-34 years,Male,Metro Cities,Business Owner/Entrepreneur,Undergraduate (Bachelor's degree),"₹1,50,001 - ₹2,00,000",Married without children,2,Once every few months,Ajio|Flipkart|Brand Websites directly|Nykaa,Fashion - Footwear|Home Décor - Wall Art|Home Décor - Lighting,Equally use multiple devices,"₹5,001 - ₹10,000","₹10,001 - ₹20,000","₹1,001 - ₹2,500",₹0,Monthly,Monthly,Never,Product Quality|Unique/Exclusive Products|Price/Discounts,Poor quality products|Other|Misleading product descriptions/images|Not enough sustainable/ethical options|Lack of Indian/artisan products,Moderately Important,Extremely Important,Very Important,Very Important,Extremely Important,Extremely Important,Extremely Important,Very Important,Very Important,Not important at all,I wouldn't pay more,Very important,Planned & Researched,"Platform Recommendations|Influencer Recommendations|Word of Mouth (Friends/Family)|Search Engines (Google)|Social Media (Instagram, Facebook, YouTube)",Footwear|Wellness - Fitness Products|Men's Fashion|Fashion Accessories|Wellness - Skincare|Home Décor - Decorative Items|Women's Fashion,Loyalty rewards program|Live shopping events|Same-day delivery|Subscription boxes,Probably won't try (2),₹0,Definitely not,NO,Price concerns,N/A,,,No
RESP_0569,36:45.4,45-54 years,Female,Tier 3 Cities/Towns,Freelancer/Consultant,High School or below,"₹1,00,001 - ₹1,50,000",Married with children,5 or more,2-3 times a month,FirstCry|Brand Websites directly|Myntra,Home Décor - Wall Art|Wellness - Haircare|Wellness - Aromatherapy|Fashion - Accessories,Smartphone,"₹10,001 - ₹20,000","₹10,001 - ₹20,000","₹1 - ₹1,000","₹1 - ₹1,000",Monthly,Once a year,Monthly,Brand Reputation|Customer Service|Product Quality,Other|Slow delivery|Poor quality products,Very Important,Slightly Important,Moderately Important,Slightly Important,Very Important,Moderately Important,Very Important,Very Important,Moderately Important,Very important,11-20% more,Very important,Classic & Timeless,Fashion/Lifestyle Blogs/Magazines|Online Ads|Search Engines (Google)|Word of Mouth (Friends/Family),Home Décor - Furnishings|Wellness - Skincare,Loyalty rewards program|Rent/Trial before purchase,Definitely will try (5),"₹501 - ₹1,500",Probably yes,YES,N/A,Sustainability Focus|Supporting Indian Artisans|Excellent Customer Service,,,No
RESP_0570,56:16.4,25-34 years,Male,Tier 3 Cities/Towns,Student,Professional degree,"₹75,001 - ₹1,00,000",Married without children,2,Once a week,Meesho|Other|Flipkart|Instagram Shopping|Amazon|Myntra,Fashion - Footwear|Books|Wellness - Skincare|Home Décor - Wall Art|Wellness - Aromatherapy,Tablet,"₹2,501 - ₹5,000","₹1 - ₹1,500","₹2,501 - ₹5,000","Above ₹5,000",Once a year,Monthly,Monthly,User-friendly Website/App|Product Quality|Fast Delivery,Lack of personalization|Other|Poor quality products|High shipping charges,Extremely Important,Very Important,Slightly Important,Very Important,Extremely Important,Very Important,Extremely Important,Extremely Important,Very Important,Slightly important,Price doesn't matter if sustainable,Very important,Impulsive,Influencer Recommendations|Platform Recommendations|Other,Footwear|Wellness - Fitness Products|Home Décor - Decorative Items|Men's Fashion,Style consultation services|Virtual try-on for clothes/décor|Personalized style recommendations|Custom/personalized products|Loyalty rewards program|Live shopping events,Definitely will try (5),"₹501 - ₹1,500",Definitely yes,YES,N/A,Supporting Indian Artisans|Fast & Reliable Delivery|Exclusive Products,,,Yes
RESP_0571,49:49.4,25-34 years,Female,Tier 1 Cities,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"Above ₹2,00,000",Married without children,2,2-3 times a month,Meesho|Nykaa|Flipkart|Myntra|Instagram Shopping,Wellness - Haircare|Fashion - Accessories|Fashion - Women's Clothing,Smartphone,"₹10,001 - ₹20,000","₹1 - ₹1,500",₹0,₹0,Monthly,Never,Never,Product Quality|Unique/Exclusive Products|Sustainable/Eco-friendly Products,Poor quality products|Payment security concerns|High shipping charges|Poor customer service,Moderately Important,Slightly Important,Moderately Important,Moderately Important,Not Important,Slightly Important,Moderately Important,Very Important,Moderately Important,Not important at all,I wouldn't pay more,Very important,Planned & Researched,"Social Media (Instagram, Facebook, YouTube)|Platform Recommendations|Search Engines (Google)|Word of Mouth (Friends/Family)",Women's Fashion|Home Décor - Furnishings|Home Décor - Decorative Items|Men's Fashion,Style consultation services|Same-day delivery|Subscription boxes,Definitely will try (5),"₹5,001 - ₹10,000",Definitely yes,YES,N/A,Supporting Indian Artisans|Personalized Experience|Sustainability Focus,,,Yes
RESP_0572,56:09.4,35-44 years,Male,Tier 3 Cities/Towns,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"Below ₹25,000",Single,2,2-3 times a month,FirstCry|Pepperfry|Urban Ladder,Electronics|Fashion - Footwear|Wellness - Yoga & Meditation|Home Décor - Kitchen & Dining,Smartphone,"₹2,501 - ₹5,000","₹1,501 - ₹3,000","₹1 - ₹1,000",₹0,Monthly,Every 6 months,Never,Price/Discounts|Product Quality|Product Variety,Poor customer service|High shipping charges,Very Important,Extremely Important,Slightly Important,Very Important,Slightly Important,Extremely Important,Moderately Important,Moderately Important,Extremely Important,Moderately important,More than 20% extra,Extremely important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Other|Fashion/Lifestyle Blogs/Magazines",Home Décor - Furniture|Men's Fashion,Loyalty rewards program|Virtual try-on for clothes/décor,Maybe/Not sure (3),₹1 - ₹500,Probably not,YES,N/A,Supporting Indian Artisans|Exclusive Products|Fast & Reliable Delivery,,,Yes
RESP_0573,52:24.4,25-34 years,Female,Tier 1 Cities,Freelancer/Consultant,Undergraduate (Bachelor's degree),"₹1,00,001 - ₹1,50,000",Single,1 (Living alone),Once a week,Urban Ladder|FirstCry|Flipkart|Amazon|Instagram Shopping|Myntra|Nykaa,Home Décor - Furnishings|Wellness - Haircare|Fashion - Kids' Clothing|Fashion - Women's Clothing,Smartphone,"₹2,501 - ₹5,000","₹1,501 - ₹3,000","Above ₹10,000","₹2,001 - ₹3,500",Every 6 months,Quarterly,Once a year,Price/Discounts|Product Quality|Easy Returns/Exchanges,Other|Misleading product descriptions/images|Poor customer service|Poor quality products|Slow delivery,Slightly Important,Not Important,Moderately Important,Slightly Important,Not Important,Moderately Important,Extremely Important,Very Important,Very Important,Moderately important,6-10% more,Moderately important,Classic & Timeless,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Word of Mouth (Friends/Family)",Fashion Accessories|Home Décor - Furnishings|Wellness - Haircare|Western Wear|Women's Fashion|Home Décor - Decorative Items,Rent/Trial before purchase|Style consultation services|Virtual try-on for clothes/décor|Loyalty rewards program|Custom/personalized products,Maybe/Not sure (3),"₹1,501 - ₹3,000",Not sure,NO,Not interested in these product categories,N/A,,,No
RESP_0574,37:06.4,35-44 years,Female,Tier 1 Cities,Unemployed/Looking for opportunities,Postgraduate (Master's degree or higher),"₹25,000 - ₹50,000",Married with children,5 or more,2-3 times a month,Instagram Shopping|Other,Fashion - Accessories|Wellness - Skincare|Wellness - Aromatherapy|Home Décor - Wall Art|Other,Smartphone,"₹1,000 - ₹2,500","₹1,501 - ₹3,000","Above ₹10,000","₹1 - ₹1,000",Monthly,Once a year,Every 6 months,Product Quality|Customer Reviews|Brand Reputation,Misleading product descriptions/images|Poor quality products|Complicated return process|Slow delivery|Poor customer service,Slightly Important,Very Important,Very Important,Not Important,Moderately Important,Moderately Important,Slightly Important,Very Important,Very Important,Moderately important,6-10% more,Extremely important,Planned & Researched,"Fashion/Lifestyle Blogs/Magazines|Platform Recommendations|Search Engines (Google)|Social Media (Instagram, Facebook, YouTube)",Fashion Accessories|Women's Fashion,Virtual try-on for clothes/décor|Live shopping events|Rent/Trial before purchase|Personalized style recommendations,Probably won't try (2),₹0,Probably not,NO,Delivery concerns,N/A,,,No
RESP_0575,17:30.4,45-54 years,Male,Metro Cities,Homemaker,Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Single,1 (Living alone),Once every few months,FirstCry|Amazon|Nykaa|Other,Wellness - Fitness Equipment|Electronics|Fashion - Men's Clothing|Fashion - Accessories|Fashion - Kids' Clothing|Fashion - Women's Clothing|Home Décor - Furnishings,Smartphone,"₹10,001 - ₹20,000",₹0,"₹1,001 - ₹2,500",₹0,Never,Every 6 months,Never,Fast Delivery|User-friendly Website/App|Easy Returns/Exchanges,Lack of Indian/artisan products|Other,Very Important,Very Important,Moderately Important,Very Important,Extremely Important,Extremely Important,Moderately Important,Very Important,Not Important,Moderately important,Up to 5% more,Not important at all,Premium Quality,Search Engines (Google)|Word of Mouth (Friends/Family)|Platform Recommendations,Men's Fashion|Wellness - Fitness Products|Wellness - Skincare|Kids' Fashion|Home Décor - Furnishings|Ethnic Wear,Loyalty rewards program|Subscription boxes|Rent/Trial before purchase,Probably will try (4),"₹1,501 - ₹3,000",Probably not,YES,N/A,Supporting Indian Artisans|Excellent Customer Service|Rewards/Loyalty Program,,,No
RESP_0576,09:47.4,45-54 years,Male,Tier 2 Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"₹25,000 - ₹50,000",Married with children,03-Apr,Multiple times a week,Flipkart|Urban Ladder|Ajio|Brand Websites directly|Myntra|Meesho,Wellness - Fitness Equipment|Wellness - Haircare|Fashion - Men's Clothing,Smartphone,"₹5,001 - ₹10,000","₹1 - ₹1,500",₹0,"₹1 - ₹1,000",Every 6 months,Never,Quarterly,Customer Reviews|Product Quality|Unique/Exclusive Products,Too many options (overwhelming)|Lack of Indian/artisan products,Extremely Important,Moderately Important,Not Important,Very Important,Moderately Important,Extremely Important,Very Important,Very Important,Moderately Important,Slightly important,I wouldn't pay more,Moderately important,Budget-conscious,Online Ads|Email Newsletters,Footwear|Wellness - Fitness Products|Kids' Fashion|Home Décor - Kitchen & Dining|Home Décor - Furniture,Virtual try-on for clothes/décor|Personalized style recommendations|Loyalty rewards program,Definitely will try (5),"₹501 - ₹1,500",Probably yes,YES,N/A,Sustainability Focus|Personalized Experience|Rewards/Loyalty Program,,,Yes
RESP_0577,10:51.4,18-24 years,Male,Rural Areas,Salaried Professional (Private Sector),Undergraduate (Bachelor's degree),"₹75,001 - ₹1,00,000",Married with children,03-Apr,Once a month,Myntra|Other|Nykaa|Instagram Shopping|Urban Ladder,Electronics|Books,Laptop/Desktop,"₹10,001 - ₹20,000",₹0,₹0,₹0,Never,Never,Never,Customer Service|Product Quality|Product Variety,Payment security concerns|Too many options (overwhelming)|Lack of Indian/artisan products,Extremely Important,Extremely Important,Very Important,Not Important,Very Important,Slightly Important,Very Important,Extremely Important,Very Important,Very important,Up to 5% more,Not important at all,Impulsive,"Platform Recommendations|Social Media (Instagram, Facebook, YouTube)|Fashion/Lifestyle Blogs/Magazines|Other",Footwear|Wellness - Fitness Products|Wellness - Supplements|Western Wear|Wellness - Haircare|Home Décor - Decorative Items,Same-day delivery|Virtual try-on for clothes/décor|Style consultation services|Personalized style recommendations,Probably will try (4),"₹3,001 - ₹5,000",Probably not,NO,Not interested in these product categories,N/A,,,No
RESP_0578,21:32.4,45-54 years,Female,Tier 2 Cities,Salaried Professional (Government/PSU),Undergraduate (Bachelor's degree),"Above ₹2,00,000",Married with children,5 or more,Once a week,Myntra|Flipkart|Other|FirstCry|Nykaa|Ajio,Wellness - Haircare|Wellness - Skincare|Home Décor - Wall Art|Wellness - Aromatherapy|Fashion - Accessories|Books,Laptop/Desktop,"₹20,001 - ₹50,000","₹5,001 - ₹10,000","₹1,001 - ₹2,500","₹1 - ₹1,000",Every 6 months,Quarterly,Once a year,Product Quality|Unique/Exclusive Products|Brand Reputation,Slow delivery|Misleading product descriptions/images|Lack of Indian/artisan products,Very Important,Extremely Important,Slightly Important,Slightly Important,Moderately Important,Extremely Important,Very Important,Not Important,Very Important,Moderately important,More than 20% extra,Very important,Classic & Timeless,"Online Ads|Social Media (Instagram, Facebook, YouTube)|Email Newsletters",Women's Fashion|Wellness - Skincare|Men's Fashion|Home Décor - Furnishings,Live shopping events|Style consultation services,Definitely will try (5),"₹501 - ₹1,500",Definitely yes,YES,N/A,Supporting Indian Artisans|Quality Products|Easy Returns,,,No
RESP_0579,32:13.4,25-34 years,Female,Tier 1 Cities,Freelancer/Consultant,Professional degree,"₹1,50,001 - ₹2,00,000",Single,03-Apr,2-3 times a month,Pepperfry|Flipkart|Meesho|Nykaa,Fashion - Women's Clothing|Home Décor - Furnishings|Fashion - Accessories|Wellness - Haircare|Home Décor - Kitchen & Dining|Other,Smartphone,"₹1,000 - ₹2,500","₹1,501 - ₹3,000","₹1 - ₹1,000","₹2,001 - ₹3,500",Quarterly,Quarterly,Monthly,Brand Reputation|Fast Delivery|Unique/Exclusive Products,Lack of personalization|High shipping charges|Lack of Indian/artisan products|Too many options (overwhelming),Moderately Important,Moderately Important,Very Important,Moderately Important,Moderately Important,Extremely Important,Moderately Important,Slightly Important,Slightly Important,Moderately important,More than 20% extra,Slightly important,Classic & Timeless,"Influencer Recommendations|Social Media (Instagram, Facebook, YouTube)|Word of Mouth (Friends/Family)",Wellness - Skincare|Home Décor - Furnishings|Kids' Fashion,Style consultation services|Loyalty rewards program|Virtual try-on for clothes/décor|Custom/personalized products|Rent/Trial before purchase|Same-day delivery,Maybe/Not sure (3),"₹501 - ₹1,500",Probably not,NO,Price concerns,N/A,,,Yes
RESP_0580,15:56.4,25-34 years,Female,Tier 2 Cities,Salaried Professional (Government/PSU),Postgraduate (Master's degree or higher),"₹50,001 - ₹75,000",Married without children,03-Apr,Multiple times a week,Other|Brand Websites directly|Pepperfry|Ajio,Wellness - Skincare|Wellness - Haircare|Fashion - Accessories|Fashion - Kids' Clothing|Wellness - Supplements & Vitamins,Smartphone,"₹5,001 - ₹10,000","₹5,001 - ₹10,000",₹0,"₹2,001 - ₹3,500",Monthly,Never,Monthly,User-friendly Website/App|Unique/Exclusive Products|Fast Delivery,Payment security concerns|Too many options (overwhelming)|High shipping charges|Poor customer service,Moderately Important,Not Important,Moderately Important,Moderately Important,Extremely Important,Slightly Important,Extremely Important,Very Important,Moderately Important,Extremely important,More than 20% extra,Extremely important,Budget-conscious,"Platform Recommendations|Influencer Recommendations|Search Engines (Google)|Social Media (Instagram, Facebook, YouTube)|Other",Home Décor - Furnishings|Wellness - Skincare|Western Wear|Men's Fashion|Wellness - Supplements|Fashion Accessories|Home Décor - Decorative Items,Subscription boxes|Live shopping events|Rent/Trial before purchase,Maybe/Not sure (3),₹1 - ₹500,Not sure,NO,Other,N/A,,,No
RESP_0581,34:46.4,25-34 years,Male,Metro Cities,Salaried Professional (Government/PSU),Professional degree,"Below ₹25,000",Married with children,5 or more,Once a week,Flipkart|Myntra|Nykaa|Amazon|FirstCry|Brand Websites directly,Books|Wellness - Fitness Equipment|Fashion - Men's Clothing|Home Décor - Lighting|Fashion - Accessories|Home Décor - Furnishings|Fashion - Women's Clothing,Smartphone,"₹1,000 - ₹2,500",₹0,"₹1,001 - ₹2,500","₹1 - ₹1,000",Never,Once a year,Monthly,Product Quality|Customer Reviews|Easy Returns/Exchanges,Too many options (overwhelming)|Slow delivery,Extremely Important,Moderately Important,Moderately Important,Very Important,Moderately Important,Extremely Important,Extremely Important,Moderately Important,Moderately Important,Very important,6-10% more,Very important,Budget-conscious,"Social Media (Instagram, Facebook, YouTube)|Influencer Recommendations|Platform Recommendations|Online Ads|Search Engines (Google)|Fashion/Lifestyle Blogs/Magazines",Home Décor - Furniture|Wellness - Fitness Products,Same-day delivery|Custom/personalized products|Loyalty rewards program|Style consultation services|Live shopping events|Virtual try-on for clothes/décor,Definitely won't try (1),₹0,Definitely not,NO,Other,N/A,,,No
